model,feature_set,feature,importance
XGB,20_latest+demo+aggregate,std_Co2,0.048016637563705444
TNET,20_latest+demo+aggregate,std_Co2,0.032604188449200815
TNET,20_latest+demo+aggregate,std_Co2,0.004733227079315692
TNET,20_latest+demo+aggregate,std_Co2,0.0620832196341907
TNET,20_latest+demo+aggregate,std_Co2,0.08093718623575745
TNET,20_latest+demo+aggregate,std_Co2,0.02323199931309564
EBM,20_latest+demo+aggregate,std_Co2,0.02242114612702126
EBM,20_latest+demo+aggregate,std_Co2,0.018882303845334278
EBM,20_latest+demo+aggregate,std_Co2,0.046339449611796854
EBM,20_latest+demo+aggregate,std_Co2,0.03993878764269612
EBM,20_latest+demo+aggregate,std_Co2,0.03744672174875976
LR,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.6394312349671569
LR,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.6482822279574342
LR,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.6253640047272435
LR,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.7076270883447712
LR,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.7516675139166896
RF,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.07159700874030332
RF,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.06279897962927629
RF,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.08432416764257283
RF,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.08685294435675806
RF,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.10266359792583711
XGB,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.055005740374326706
XGB,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.061470385640859604
XGB,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.062380727380514145
XGB,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.042008038610219955
XGB,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.04152806103229523
TNET,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.013075165601688738
TNET,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.03849356527127695
TNET,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,8.728109101901827e-05
TNET,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.08381428746742044
TNET,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.12663043145509836
EBM,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.019976274572166955
EBM,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.0180076148313044
EBM,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.024468289363130807
EBM,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.028019784317746627
EBM,20_latest+demo+aggregate,history_rx_CLOPIDOGREL 75 MG TABLET,0.03691316899969127
LR,20_latest+demo+aggregate,min_BMI,0.010283446448766137
LR,20_latest+demo+aggregate,min_BMI,0.005194381365555352
LR,20_latest+demo+aggregate,min_BMI,0.007920911132281851
LR,20_latest+demo+aggregate,min_BMI,0.00944767124499642
LR,20_latest+demo+aggregate,min_BMI,0.0092598009411396
RF,20_latest+demo+aggregate,min_BMI,0.05843299180999623
RF,20_latest+demo+aggregate,min_BMI,0.04007473065786957
RF,20_latest+demo+aggregate,min_BMI,0.04207877305332345
RF,20_latest+demo+aggregate,min_BMI,0.030939053992425462
RF,20_latest+demo+aggregate,min_BMI,0.04279546613570369
XGB,20_latest+demo+aggregate,min_BMI,0.05123445764183998
XGB,20_latest+demo+aggregate,min_BMI,0.04750067740678787
XGB,20_latest+demo+aggregate,min_BMI,0.04526584967970848
XGB,20_latest+demo+aggregate,min_BMI,0.04318511486053467
XGB,20_latest+demo+aggregate,min_BMI,0.05384935811161995
TNET,20_latest+demo+aggregate,min_BMI,0.036380907145806156
TNET,20_latest+demo+aggregate,min_BMI,0.0004635559203153471
TNET,20_latest+demo+aggregate,min_BMI,0.0001790345233683284
TNET,20_latest+demo+aggregate,min_BMI,0.021022219548388517
TNET,20_latest+demo+aggregate,min_BMI,0.06464002093984694
EBM,20_latest+demo+aggregate,min_BMI,0.03471095301608423
EBM,20_latest+demo+aggregate,min_BMI,0.025234418203443663
EBM,20_latest+demo+aggregate,min_BMI,0.030552972520131123
EBM,20_latest+demo+aggregate,min_BMI,0.032810356016401025
EBM,20_latest+demo+aggregate,min_BMI,0.04297477868105895
LR,20_latest+demo+aggregate,mean_PULSE,0.00903998679460432
LR,20_latest+demo+aggregate,mean_PULSE,0.008230539041065434
LR,20_latest+demo+aggregate,mean_PULSE,0.010538738600577491
LR,20_latest+demo+aggregate,mean_PULSE,0.009894692109672743
LR,20_latest+demo+aggregate,mean_PULSE,0.0071624502894352985
RF,20_latest+demo+aggregate,mean_PULSE,0.04481081758872675
RF,20_latest+demo+aggregate,mean_PULSE,0.04636613419675582
RF,20_latest+demo+aggregate,mean_PULSE,0.052386337807726065
RF,20_latest+demo+aggregate,mean_PULSE,0.026888067064520717
RF,20_latest+demo+aggregate,mean_PULSE,0.02514541945590684
XGB,20_latest+demo+aggregate,mean_PULSE,0.05686003342270851
XGB,20_latest+demo+aggregate,mean_PULSE,0.051025569438934326
XGB,20_latest+demo+aggregate,mean_PULSE,0.05043945461511612
XGB,20_latest+demo+aggregate,mean_PULSE,0.05212222784757614
XGB,20_latest+demo+aggregate,mean_PULSE,0.04639577120542526
TNET,20_latest+demo+aggregate,mean_PULSE,0.1872476983683761
TNET,20_latest+demo+aggregate,mean_PULSE,0.0783622061760604
TNET,20_latest+demo+aggregate,mean_PULSE,0.07111229414090499
TNET,20_latest+demo+aggregate,mean_PULSE,0.011806596461994565
TNET,20_latest+demo+aggregate,mean_PULSE,0.013478834783604754
EBM,20_latest+demo+aggregate,mean_PULSE,0.02796988918086653
EBM,20_latest+demo+aggregate,mean_PULSE,0.032725362158545435
EBM,20_latest+demo+aggregate,mean_PULSE,0.058767473395086846
EBM,20_latest+demo+aggregate,mean_PULSE,0.02808649982225409
EBM,20_latest+demo+aggregate,mean_PULSE,0.03881925418392436
LR,20_latest+demo+aggregate,mean_Calcium,0.16557392014292652
LR,20_latest+demo+aggregate,mean_Calcium,0.09974879047120126
LR,20_latest+demo+aggregate,mean_Calcium,0.05265569863952219
LR,20_latest+demo+aggregate,mean_Calcium,0.08776060011335524
LR,20_latest+demo+aggregate,mean_Calcium,0.23748110248336657
RF,20_latest+demo+aggregate,mean_Calcium,0.02382551801719673
RF,20_latest+demo+aggregate,mean_Calcium,0.02406020409655264
RF,20_latest+demo+aggregate,mean_Calcium,0.01834365021146852
RF,20_latest+demo+aggregate,mean_Calcium,0.022340096052007406
RF,20_latest+demo+aggregate,mean_Calcium,0.021889487041410673
XGB,20_latest+demo+aggregate,mean_Calcium,0.04915923252701759
XGB,20_latest+demo+aggregate,mean_Calcium,0.0470510758459568
XGB,20_latest+demo+aggregate,mean_Calcium,0.04524633660912514
XGB,20_latest+demo+aggregate,mean_Calcium,0.049319054931402206
XGB,20_latest+demo+aggregate,mean_Calcium,0.05170108750462532
TNET,20_latest+demo+aggregate,mean_Calcium,0.07024517427436684
TNET,20_latest+demo+aggregate,mean_Calcium,0.014213679286772734
TNET,20_latest+demo+aggregate,mean_Calcium,0.08543065570207198
TNET,20_latest+demo+aggregate,mean_Calcium,0.0032139577960640254
TNET,20_latest+demo+aggregate,mean_Calcium,0.054611522276317076
EBM,20_latest+demo+aggregate,mean_Calcium,0.031240796049340408
EBM,20_latest+demo+aggregate,mean_Calcium,0.018779598442853408
EBM,20_latest+demo+aggregate,mean_Calcium,0.029480631335595312
EBM,20_latest+demo+aggregate,mean_Calcium,0.03230785020977371
EBM,20_latest+demo+aggregate,mean_Calcium,0.03687597770342328
LR,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.5644481908718361
LR,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.5952246939109931
LR,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.8167280388979161
LR,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.6848763269397754
LR,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.7487574031135086
RF,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.01531479525006243
RF,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.01937148436688242
RF,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.027178780332698275
RF,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.022982689301896578
RF,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.028894374654020248
XGB,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.01449302863329649
XGB,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.05819214507937431
XGB,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.0366089791059494
XGB,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.05311018228530884
XGB,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.05660931393504143
TNET,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.043848718534962056
TNET,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.027679428069100155
TNET,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.021502162532261664
TNET,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.005730742312973509
TNET,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.005223124179891878
EBM,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.014289496824556245
EBM,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.01276430809974785
EBM,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.02322859935685662
EBM,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.01976380351434146
EBM,20_latest+demo+aggregate,history_rx_METOPROLOL TARTRATE 25 MG TABLET,0.025439929530392723
LR,30_latest+demo+phenotypes,36,0.6122342278705448
LR,30_latest+demo+phenotypes,36,0.17846546653873868
LR,30_latest+demo+phenotypes,36,0.6601897978880041
LR,30_latest+demo+phenotypes,36,0.5614165682918606
LR,30_latest+demo+phenotypes,36,0.4088651808524209
RF,30_latest+demo+phenotypes,36,0.12459507797307458
RF,30_latest+demo+phenotypes,36,0.1361996499424835
RF,30_latest+demo+phenotypes,36,0.1570151928364067
RF,30_latest+demo+phenotypes,36,0.14438867043396697
RF,30_latest+demo+phenotypes,36,0.0994002813007208
XGB,30_latest+demo+phenotypes,36,0.0
XGB,30_latest+demo+phenotypes,36,0.0
XGB,30_latest+demo+phenotypes,36,0.0
XGB,30_latest+demo+phenotypes,36,0.0
XGB,30_latest+demo+phenotypes,36,0.0
TNET,30_latest+demo+phenotypes,36,0.04872146974521927
TNET,30_latest+demo+phenotypes,36,0.1425914472102349
TNET,30_latest+demo+phenotypes,36,0.0276042920686635
TNET,30_latest+demo+phenotypes,36,4.88273669393868e-09
TNET,30_latest+demo+phenotypes,36,0.08352999466204135
EBM,30_latest+demo+phenotypes,36,0.03238708501128478
EBM,30_latest+demo+phenotypes,36,0.04596475491919166
EBM,30_latest+demo+phenotypes,36,0.07199660803385895
EBM,30_latest+demo+phenotypes,36,0.0810941587642601
EBM,30_latest+demo+phenotypes,36,0.03931894849853302
LR,30_latest+demo+phenotypes,35,0.38332851036823606
LR,30_latest+demo+phenotypes,35,0.35973754873915914
LR,30_latest+demo+phenotypes,35,0.5842207376366744
LR,30_latest+demo+phenotypes,35,0.767920548282318
LR,30_latest+demo+phenotypes,35,0.4903331331939414
RF,30_latest+demo+phenotypes,35,0.011968704654920333
RF,30_latest+demo+phenotypes,35,0.010050907700799028
RF,30_latest+demo+phenotypes,35,0.010709001122990029
RF,30_latest+demo+phenotypes,35,0.02010928797683432
RF,30_latest+demo+phenotypes,35,0.010897795861110088
XGB,30_latest+demo+phenotypes,35,0.0
XGB,30_latest+demo+phenotypes,35,0.0
XGB,30_latest+demo+phenotypes,35,0.0
XGB,30_latest+demo+phenotypes,35,0.005572077818214893
XGB,30_latest+demo+phenotypes,35,0.0
TNET,30_latest+demo+phenotypes,35,0.052486273694871376
TNET,30_latest+demo+phenotypes,35,0.0
TNET,30_latest+demo+phenotypes,35,0.0011594003021487029
TNET,30_latest+demo+phenotypes,35,0.0001056407060871639
TNET,30_latest+demo+phenotypes,35,0.021617577526076244
EBM,30_latest+demo+phenotypes,35,0.017608172763757108
EBM,30_latest+demo+phenotypes,35,0.018925718927919152
EBM,30_latest+demo+phenotypes,35,0.03778586469653912
EBM,30_latest+demo+phenotypes,35,0.05923652454258786
EBM,30_latest+demo+phenotypes,35,0.024477635893037957
LR,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.8749046761672815
LR,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.7294785333731043
LR,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,1.0502836749652127
LR,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,1.0031754391152674
LR,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.965396605791428
RF,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
RF,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
RF,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
RF,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
RF,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
XGB,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
XGB,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
XGB,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
XGB,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
XGB,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0
TNET,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.04885093186824331
TNET,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.08166581502239982
TNET,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0002262928100186709
TNET,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0003822166409331058
TNET,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.05375229890512233
EBM,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.012668124196711032
EBM,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.014988089794047739
EBM,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.02551610654536884
EBM,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.0327565355209352
EBM,30_latest+demo+phenotypes,latest_rx_CLOPIDOGREL 75 MG TABLET,0.018612755016900753
LR,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.3977263223049708
LR,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.38618997967110347
LR,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.4743870920140506
LR,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.45763541947474706
LR,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.4291519914206585
RF,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.07335569229533812
RF,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.06383437724179702
RF,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.07733845393978948
RF,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.08355836090674654
RF,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.07937065224315235
XGB,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.040627676993608475
XGB,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.04473387822508812
XGB,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.04944626986980438
XGB,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.050472378730773926
XGB,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.03538278862833977
TNET,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.08232392073425587
TNET,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.0
TNET,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.08246260842615619
TNET,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.018731815069333194
TNET,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.09681997074913667
EBM,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.03597121175148254
EBM,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.049150861177685586
EBM,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.08172405134839995
EBM,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.10234702712654771
EBM,30_latest+demo+phenotypes,FAMILY_CARDIAC_HX,0.05531563425402313
LR,30_latest+demo+phenotypes,latest_BP_SYS,0.004179319928163907
LR,30_latest+demo+phenotypes,latest_BP_SYS,0.005020704215273214
LR,30_latest+demo+phenotypes,latest_BP_SYS,0.0016002248474590204
LR,30_latest+demo+phenotypes,latest_BP_SYS,0.004401826192568137
LR,30_latest+demo+phenotypes,latest_BP_SYS,0.00502915077843898
RF,30_latest+demo+phenotypes,latest_BP_SYS,0.02924868651087379
RF,30_latest+demo+phenotypes,latest_BP_SYS,0.030045789880471067
RF,30_latest+demo+phenotypes,latest_BP_SYS,0.01584853978314704
RF,30_latest+demo+phenotypes,latest_BP_SYS,0.028747087080469642
RF,30_latest+demo+phenotypes,latest_BP_SYS,0.03943841360701295
XGB,30_latest+demo+phenotypes,latest_BP_SYS,0.05553894862532616
XGB,30_latest+demo+phenotypes,latest_BP_SYS,0.061344049870967865
XGB,30_latest+demo+phenotypes,latest_BP_SYS,0.05677197128534317
XGB,30_latest+demo+phenotypes,latest_BP_SYS,0.05908622965216637
XGB,30_latest+demo+phenotypes,latest_BP_SYS,0.04796680063009262
TNET,30_latest+demo+phenotypes,latest_BP_SYS,0.00029788241489250297
TNET,30_latest+demo+phenotypes,latest_BP_SYS,0.020915546980195307
TNET,30_latest+demo+phenotypes,latest_BP_SYS,0.020765808219663437
TNET,30_latest+demo+phenotypes,latest_BP_SYS,2.862532487064307e-05
TNET,30_latest+demo+phenotypes,latest_BP_SYS,0.036478224086008086
EBM,30_latest+demo+phenotypes,latest_BP_SYS,0.012006371839372641
EBM,30_latest+demo+phenotypes,latest_BP_SYS,0.013781655266176402
EBM,30_latest+demo+phenotypes,latest_BP_SYS,0.014384334317556282
EBM,30_latest+demo+phenotypes,latest_BP_SYS,0.027681813410624326
EBM,30_latest+demo+phenotypes,latest_BP_SYS,0.02154736587020855
LR,30_latest+demo+phenotypes,6_dxrx,0.8946296440085449
LR,30_latest+demo+phenotypes,6_dxrx,0.8336486960066594
LR,30_latest+demo+phenotypes,6_dxrx,0.910130256885123
LR,30_latest+demo+phenotypes,6_dxrx,0.9952214608155343
LR,30_latest+demo+phenotypes,6_dxrx,1.202880581649977
RF,30_latest+demo+phenotypes,6_dxrx,0.0944372354902064
RF,30_latest+demo+phenotypes,6_dxrx,0.07221960212247093
RF,30_latest+demo+phenotypes,6_dxrx,0.10613392460725658
RF,30_latest+demo+phenotypes,6_dxrx,0.11052336369889883
RF,30_latest+demo+phenotypes,6_dxrx,0.13869237560426778
XGB,30_latest+demo+phenotypes,6_dxrx,0.0
XGB,30_latest+demo+phenotypes,6_dxrx,0.0
XGB,30_latest+demo+phenotypes,6_dxrx,0.0
XGB,30_latest+demo+phenotypes,6_dxrx,0.0
XGB,30_latest+demo+phenotypes,6_dxrx,0.0
TNET,30_latest+demo+phenotypes,6_dxrx,0.03640414194333517
TNET,30_latest+demo+phenotypes,6_dxrx,2.9793618375295198e-05
TNET,30_latest+demo+phenotypes,6_dxrx,0.06360555554265383
TNET,30_latest+demo+phenotypes,6_dxrx,0.14408933802826596
TNET,30_latest+demo+phenotypes,6_dxrx,0.06307900075378699
EBM,30_latest+demo+phenotypes,6_dxrx,0.023931404125014252
EBM,30_latest+demo+phenotypes,6_dxrx,0.028711144189294234
EBM,30_latest+demo+phenotypes,6_dxrx,0.052745201671340614
EBM,30_latest+demo+phenotypes,6_dxrx,0.06093584676039326
EBM,30_latest+demo+phenotypes,6_dxrx,0.04746315407222206
LR,30_latest+demo+phenotypes,18_lv,1.0214213606164868
LR,30_latest+demo+phenotypes,18_lv,0.9682043264858745
LR,30_latest+demo+phenotypes,18_lv,1.0484902606052746
LR,30_latest+demo+phenotypes,18_lv,0.8563003744810558
LR,30_latest+demo+phenotypes,18_lv,0.6977153465824181
RF,30_latest+demo+phenotypes,18_lv,0.0794708246806256
RF,30_latest+demo+phenotypes,18_lv,0.06486559432818517
RF,30_latest+demo+phenotypes,18_lv,0.0649709099793547
RF,30_latest+demo+phenotypes,18_lv,0.06348756535925541
RF,30_latest+demo+phenotypes,18_lv,0.030726791836701683
XGB,30_latest+demo+phenotypes,18_lv,0.0
XGB,30_latest+demo+phenotypes,18_lv,0.0
XGB,30_latest+demo+phenotypes,18_lv,0.0
XGB,30_latest+demo+phenotypes,18_lv,0.0
XGB,30_latest+demo+phenotypes,18_lv,0.0
TNET,30_latest+demo+phenotypes,18_lv,0.05687934354623531
TNET,30_latest+demo+phenotypes,18_lv,0.07697489856820074
TNET,30_latest+demo+phenotypes,18_lv,0.04017589830785584
TNET,30_latest+demo+phenotypes,18_lv,0.10423573252995358
TNET,30_latest+demo+phenotypes,18_lv,0.05855810833063455
EBM,30_latest+demo+phenotypes,18_lv,0.03251388605150898
EBM,30_latest+demo+phenotypes,18_lv,0.03755826637244532
EBM,30_latest+demo+phenotypes,18_lv,0.05838225688729323
EBM,30_latest+demo+phenotypes,18_lv,0.06989463743205207
EBM,30_latest+demo+phenotypes,18_lv,0.027619661126657757
LR,30_latest+demo+phenotypes,13_dxrx,0.477337693104991
LR,30_latest+demo+phenotypes,13_dxrx,0.6043510270925845
LR,30_latest+demo+phenotypes,13_dxrx,0.7226151532706672
LR,30_latest+demo+phenotypes,13_dxrx,0.6888333943943098
LR,30_latest+demo+phenotypes,13_dxrx,0.603166644455425
RF,30_latest+demo+phenotypes,13_dxrx,0.022664981729550244
RF,30_latest+demo+phenotypes,13_dxrx,0.03521306247454707
RF,30_latest+demo+phenotypes,13_dxrx,0.031028783700399916
RF,30_latest+demo+phenotypes,13_dxrx,0.04615878432840342
RF,30_latest+demo+phenotypes,13_dxrx,0.05091184644484028
XGB,30_latest+demo+phenotypes,13_dxrx,0.04332145303487778
XGB,30_latest+demo+phenotypes,13_dxrx,0.04760153219103813
XGB,30_latest+demo+phenotypes,13_dxrx,0.05105533450841904
XGB,30_latest+demo+phenotypes,13_dxrx,0.046500589698553085
XGB,30_latest+demo+phenotypes,13_dxrx,0.033265020698308945
TNET,30_latest+demo+phenotypes,13_dxrx,0.00020930501011966185
TNET,30_latest+demo+phenotypes,13_dxrx,0.043630457119132014
TNET,30_latest+demo+phenotypes,13_dxrx,0.009999329359812304
TNET,30_latest+demo+phenotypes,13_dxrx,0.01652694254820737
TNET,30_latest+demo+phenotypes,13_dxrx,0.07502247749060001
EBM,30_latest+demo+phenotypes,13_dxrx,0.012308679590454664
EBM,30_latest+demo+phenotypes,13_dxrx,0.025244705057507703
EBM,30_latest+demo+phenotypes,13_dxrx,0.04935251092836647
EBM,30_latest+demo+phenotypes,13_dxrx,0.0628401188273831
EBM,30_latest+demo+phenotypes,13_dxrx,0.03991788983222418
LR,30_latest+demo+phenotypes,39,0.15956560418635432
LR,30_latest+demo+phenotypes,39,0.14791919074537274
LR,30_latest+demo+phenotypes,39,0.31650661022812704
LR,30_latest+demo+phenotypes,39,0.19258759288177862
LR,30_latest+demo+phenotypes,39,0.25904337399822475
RF,30_latest+demo+phenotypes,39,0.022878544495666474
RF,30_latest+demo+phenotypes,39,0.026456473109353833
RF,30_latest+demo+phenotypes,39,0.014649695090695025
RF,30_latest+demo+phenotypes,39,0.01736798259615164
RF,30_latest+demo+phenotypes,39,0.02693522282221214
XGB,30_latest+demo+phenotypes,39,0.056586671620607376
XGB,30_latest+demo+phenotypes,39,0.065068818628788
XGB,30_latest+demo+phenotypes,39,0.0340377539396286
XGB,30_latest+demo+phenotypes,39,0.05119164288043976
XGB,30_latest+demo+phenotypes,39,0.042658817023038864
TNET,30_latest+demo+phenotypes,39,0.0
TNET,30_latest+demo+phenotypes,39,0.014743375007727851
TNET,30_latest+demo+phenotypes,39,0.004442139659788119
TNET,30_latest+demo+phenotypes,39,0.021636960289015395
TNET,30_latest+demo+phenotypes,39,0.01567610970346408
EBM,30_latest+demo+phenotypes,39,0.012677906748445184
EBM,30_latest+demo+phenotypes,39,0.01625245586635267
EBM,30_latest+demo+phenotypes,39,0.02610287181291147
EBM,30_latest+demo+phenotypes,39,0.03681390881300258
EBM,30_latest+demo+phenotypes,39,0.029834540721071452
LR,30_latest+demo+phenotypes,4_lv,0.6758460881207395
LR,30_latest+demo+phenotypes,4_lv,0.7837853922783186
LR,30_latest+demo+phenotypes,4_lv,0.8144199946964535
LR,30_latest+demo+phenotypes,4_lv,0.6234207542211071
LR,30_latest+demo+phenotypes,4_lv,0.6950509915193747
RF,30_latest+demo+phenotypes,4_lv,0.07468130598957506
RF,30_latest+demo+phenotypes,4_lv,0.05283133284178083
RF,30_latest+demo+phenotypes,4_lv,0.044227300911880124
RF,30_latest+demo+phenotypes,4_lv,0.026449253254228387
RF,30_latest+demo+phenotypes,4_lv,0.055476760476711816
XGB,30_latest+demo+phenotypes,4_lv,0.05370746925473213
XGB,30_latest+demo+phenotypes,4_lv,0.04443022608757019
XGB,30_latest+demo+phenotypes,4_lv,0.05104861408472061
XGB,30_latest+demo+phenotypes,4_lv,0.04833057522773743
XGB,30_latest+demo+phenotypes,4_lv,0.03845372051000595
TNET,30_latest+demo+phenotypes,4_lv,0.01647275544595895
TNET,30_latest+demo+phenotypes,4_lv,0.09897943698291706
TNET,30_latest+demo+phenotypes,4_lv,0.0
TNET,30_latest+demo+phenotypes,4_lv,0.005974066934117944
TNET,30_latest+demo+phenotypes,4_lv,0.000435236981201411
EBM,30_latest+demo+phenotypes,4_lv,0.03380924250579073
EBM,30_latest+demo+phenotypes,4_lv,0.0355669206094998
EBM,30_latest+demo+phenotypes,4_lv,0.05309926994444691
EBM,30_latest+demo+phenotypes,4_lv,0.049352568230067145
EBM,30_latest+demo+phenotypes,4_lv,0.041878079134895274
