feature,factor,weight
rx_DIPHENHYDRAMINE 25 MG CAPSULE,2,0.0
rx_LEVOTHYROXINE 25 MCG TABLET,2,0.0
rx_pravastatin (PRAVACHOL) 40 mg tablet,2,0.00018678604886842828
rx_IBUPROFEN 600 MG TABLET,2,0.0
rx_amLODIPine (NORVASC) 5 mg tablet,2,0.0
rx_losartan (COZAAR) 25 mg tablet,2,0.0002071585065824739
Other specified diseases of anus and rectum (K6289),3,0.0004410036801730784
Malignant neoplasm of bladder (C67),3,0.0
"Spondylosis without myelopathy or radiculopathy, cervical region (M47812)",3,0.0
Hematuria (R31),3,0.0008670332485434744
Secondary malignant neoplasm of other and unspecified sites (C79),3,0.000851180299253966
Emphysema (J43),3,0.000675996355872769
Diaphragmatic hernia without obstruction or gangrene (K449),3,0.0
Snoring (R0683),3,0.0
Conductive and sensorineural hearing loss (H90),3,0.0
Type 2 diabetes mellitus without complications (E119),3,0.0
Chronic sinusitis (J32),3,0.0
Actinic keratosis (L570),3,0.0
Type 2 diabetes mellitus (E11),3,0.0
"Major depressive disorder, single episode, unspecified (F329)",3,0.0
Unspecified mood [affective] disorder (F39),3,0.00011054261331619006
Gastro-esophageal reflux disease (K21),3,0.0
"Vomiting, unspecified (R1110)",3,0.0008077093929527921
Other and unspecified osteoarthritis (M19),3,0.0
Other amnesia (R413),3,0.0
Other specified anxiety disorders (F418),3,0.0
"Other and unspecified soft tissue disorders, not elsewhere classified (M79)",3,0.0022235110358034766
Other abnormalities of gait and mobility (R2689),3,0.0
"Benign neoplasm of colon, unspecified (D126)",3,0.0007969828115092908
Other nontoxic goiter (E04),3,0.00026885996103453064
"Migraine, unspecified, not intractable, without status migrainosus (G43909)",3,0.00031274109290011903
"Hematuria, unspecified (R319)",3,0.0008159904865692772
Other symptoms and signs involving the circulatory and respiratory system (R09),3,0.0005356241532087341
Secondary malignant neoplasm of other specified sites (C7989),3,0.000851180299253966
Pain in unspecified knee (M25569),3,0.0
Unspecified symptoms and signs involving the genitourinary system (R399),3,1.7323906955443927e-05
"Acute sinusitis, unspecified (J0190)",3,0.00011619674417329209
Right upper quadrant pain (R1011),3,0.0028388583988528536
Osteoarthritis of knee (M17),3,0.0
Shoulder lesions (M75),3,0.0
Other diseases of liver (K76),3,0.003166649638860215
"Emphysema, unspecified (J439)",3,0.000675996355872769
Other disorders of external ear (H61),3,0.0
Voice and resonance disorders (R49),3,0.00014197312370522517
Purpura and other hemorrhagic conditions (D69),3,0.0015060120563904046
Abnormal tumor markers (R97),3,0.0
Aortic aneurysm and dissection (I71),3,1.59037276224235e-05
Osteoporosis without current pathological fracture (M81),3,0.0
Disturbances of skin sensation (R20),3,0.0006117131764903987
Dry eye syndrome of bilateral lacrimal glands (H04123),3,0.0
Diplopia (H532),3,0.0
Abnormal findings on diagnostic imaging of other specified body structures (R938),3,0.00022270622617959494
Malignant neoplasm of unspecified part of unspecified bronchus or lung (C3490),3,0.0007148020701308631
Prediabetes (R7303),3,0.0
"Osteoarthritis of hip, unspecified (M169)",3,0.0
"Fever, unspecified (R509)",3,0.001707580222071302
Malignant neoplasm of unspecified site of unspecified female breast (C50919),3,0.0014122658513956031
"Preglaucoma, unspecified, bilateral (H40003)",3,0.0
Acute sinusitis (J01),3,0.00011619674417329209
Other specified symptoms and signs involving the digestive system and abdomen (R198),3,0.001051722973481392
Abnormal weight loss (R634),3,0.0028918253993220314
"Sleep apnea, unspecified (G4730)",3,0.0
Other visual disturbances (H538),3,0.0003852123555370971
Gross hematuria (R310),3,0.00016029216328973842
Pain in unspecified limb (M79609),3,0.0007347212762150824
"Upper abdominal pain, unspecified (R1010)",3,0.0019351264268193792
Malignant neoplasm of bronchus and lung (C34),3,0.0007148020701308631
Anesthesia of skin (R200),3,0.00018143877822873744
Other specified diseases of intestine (K6389),3,0.0005543695735710101
"Hypotension, unspecified (I959)",3,0.0005321422154832057
"Rosacea, unspecified (L719)",3,6.341866776046465e-06
Overweight (E663),3,0.0
"Chronic sinusitis, unspecified (J329)",3,0.0
Other abnormalities of breathing (R0689),3,0.00037943842510360874
Type 2 diabetes mellitus with diabetic polyneuropathy (E1142),3,0.0
Unspecified cataract (H269),3,0.0
Abnormalities of gait and mobility (R26),3,0.0
Other general symptoms and signs (R6889),3,0.0003118420654303014
Acute vaginitis (N760),3,0.0004940700181207825
Other viral agents as the cause of diseases classified elsewhere (B9789),3,0.0001078334371937367
Cough (R05),3,0.0023667995031170456
Pain in unspecified joint (M2550),3,0.00011504793259773711
Flatulence and related conditions (R14),3,0.002514696791756158
Disorders of lacrimal system (H04),3,0.0
Other disorders of muscle (M62),3,0.00021349641473734945
Other diseases of digestive system (K92),3,0.00118312777572299
Other seborrheic keratosis (L821),3,0.0
Other abnormal immunological findings in serum (R76),3,0.001121284462637837
"Edema, not elsewhere classified (R60)",3,0.000532224995993253
"Urinary tract infection, site not specified (N390)",3,0.0033818935327204506
"Sensorineural hearing loss, bilateral (H903)",3,0.0
Acute cystitis without hematuria (N3000),3,0.00029860900945478654
Dorsalgia (M54),3,0.0
Type 2 diabetes mellitus with hyperglycemia (E1165),3,0.0
Fever of other and unknown origin (R50),3,0.001707580222071302
Other local infections of skin and subcutaneous tissue (L08),3,0.00024372486725240017
"Altered mental status, unspecified (R4182)",3,0.0001578866190626771
Abnormal electrocardiogram [ECG] [EKG] (R9431),3,0.002702659771840954
"Dyspnea, unspecified (R0600)",3,0.0004078292887933619
"Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck (C770)",3,0.0006104473050046282
"Vitamin D deficiency, unspecified (E559)",3,0.0009639008027030059
"Alcohol abuse, uncomplicated (F1010)",3,0.00011826065665996417
"Osteoarthritis of knee, unspecified (M179)",3,0.0
Viral warts (B07),3,5.873090811011735e-05
Malignant neoplasm without specification of site (C80),3,0.001481473470592808
"Elevated white blood cell count, unspecified (D72829)",3,0.0004919749202941874
Corns and callosities (L84),3,0.0
"Dorsalgia, unspecified (M549)",3,0.0001455150070751973
Other specified noninflammatory disorders of vagina (N898),3,0.00017819951302994752
Unspecified urinary incontinence (R32),3,0.00023423591932697727
"Dermatitis, unspecified (L309)",3,0.0
Pain in left hip (M25552),3,0.0
Seborrheic keratosis (L82),3,0.0
"Hemangioma and lymphangioma, any site (D18)",3,7.96056692978597e-05
Paresthesia of skin (R202),3,3.7271214622672203e-05
"Pruritus, unspecified (L299)",3,0.00030450546446836595
"Unspecified fall, initial encounter (W19XXXA)",3,0.0004171559766423862
"Neuralgia and neuritis, unspecified (M792)",3,0.000282893521343977
Hypercalcemia (E8352),3,0.0
"Abnormal blood-pressure reading, without diagnosis (R03)",3,0.00041307198496920737
Viral agents as the cause of diseases classified elsewhere (B97),3,0.0001078334371937365
Other symptoms and signs involving the nervous and musculoskeletal systems (R29),3,0.00031429818854786316
Tinea unguium (B351),3,0.0
Zoster [herpes zoster] (B02),3,1.945869038732143e-05
Malignant neoplasm of breast (C50),3,0.0014122658513956031
Myositis (M60),3,0.00027079074281813223
Unspecified macular degeneration (H3530),3,0.0
Hyperesthesia (R203),3,0.00023024257410357842
Cervicalgia (M542),3,0.0
Other extrapyramidal and movement disorders (G25),3,0.0
"Elevated blood-pressure reading, without diagnosis of hypertension (R030)",3,0.00041307198496920753
Frequency of micturition (R350),3,0.00022909119315684765
Urge incontinence (N3941),3,0.0001933958850431523
Disorders of mineral metabolism (E83),3,0.0
Dehydration (E860),3,0.0021021799247080905
"Constipation, unspecified (K5900)",3,0.005047425977022314
Gastro-esophageal reflux disease without esophagitis (K219),3,0.0
Unspecified fall (W19),3,0.0006435003230261753
Pain in right knee (M25561),3,0.0
Other disorders of lung (J984),3,0.0007739082653102752
"Localized swelling, mass and lump, unspecified (R229)",3,0.0002263703403357053
Nontoxic multinodular goiter (E042),3,0.0
"Arthropathy, unspecified (M129)",3,0.0
Benign neoplasm of transverse colon (D123),3,0.0
Hypo-osmolality and hyponatremia (E871),3,0.00014510066901785625
"Enlarged lymph nodes, unspecified (R599)",3,0.0007782656784382373
"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease (I129)",3,0.0
Headache (R51),3,0.0022164197930685378
Visual disturbances (H53),3,0.00043274323381078993
Other acute postprocedural pain (G8918),3,0.0006102538688251468
Hypotension (I95),3,0.0005321422154832057
Mixed incontinence (N3946),3,0.0002594326314369277
"Other specified disorders of bone density and structure, unspecified site (M8580)",3,0.0
"Unspecified blepharitis right eye, unspecified eyelid (H01003)",3,0.0
Fibroblastic disorders (M72),3,0.0
Pain in unspecified ankle and joints of unspecified foot (M25579),3,3.8024259603227126e-05
Symptoms and signs concerning food and fluid intake (R63),3,0.0031195240254539187
dx_W19.xxxA,3,0.00016930605188020175
Hypertensive chronic kidney disease (I12),3,0.0
Other forms of dyspnea (R0609),3,0.000515069061144379
"Chronic rhinitis, nasopharyngitis and pharyngitis (J31)",3,8.38921121717935e-05
Pain associated with micturition (R30),3,0.0010003417684279646
Polyp of colon (K635),3,0.0
"Findings of drugs and other substances, not normally found in blood (R78)",3,0.0003927995539648536
Cyst and mucocele of nose and nasal sinus (J341),3,0.00010910593158855018
Other specified abnormal immunological findings in serum (R768),3,0.001121284462637837
"Nicotine dependence, unspecified, uncomplicated (F17200)",3,0.0021776462657930205
Pain in unspecified hip (M25559),3,0.00010292143319638295
Localized edema (R600),3,0.00038819772586758995
Fibrosis and cirrhosis of liver (K74),3,0.0007996707533130979
"Lymphedema, not elsewhere classified (I890)",3,0.0
Abnormal results of liver function studies (R945),3,0.0011956979172128288
"Major depressive disorder, recurrent (F33)",3,0.0
"Vitreous degeneration, right eye (H43811)",3,0.0
Abnormal involuntary movements (R25),3,0.00023125309301119632
"Fatty (change of) liver, not elsewhere classified (K760)",3,0.0008743199318055606
"Abdominal aortic aneurysm, without rupture (I714)",3,1.59037276224235e-05
Low back pain (M545),3,0.0
Hypoxemia (R0902),3,0.0003914147659159826
"Basal cell carcinoma of skin, unspecified (C4491)",3,0.0
Dizziness and giddiness (R42),3,0.0018885795707755731
"Rheumatoid arthritis, unspecified (M069)",3,0.0
"Malignant melanoma of skin, unspecified (C439)",3,6.833739661345507e-05
Solitary pulmonary nodule (R911),3,0.0019465677217387009
Abnormal weight gain (R635),3,0.00018490400498319217
Benign neoplasm of duodenum (D132),3,0.0008670620160074927
"Pain, not elsewhere classified (G89)",3,0.0010010895474468625
"Other disorders of kidney and ureter, not elsewhere classified (N28)",3,0.00029011717702077434
"Hyperglycemia, unspecified (R739)",3,0.00025420678024486144
"Other joint disorder, not elsewhere classified (M25)",3,0.0
Enlarged lymph nodes (R59),3,0.000985385728653802
Other benign neoplasms of skin (D23),3,0.0003851362968468245
Secondary and unspecified malignant neoplasm of lymph nodes (C77),3,0.0006104473050046283
Obstructive sleep apnea (adult) (pediatric) (G4733),3,0.0
Other benign neoplasm of skin of other parts of face (D2339),3,0.0
Unspecified sensorineural hearing loss (H905),3,0.0
Other inflammation of vagina and vulva (N76),3,0.0004940700181207825
Other specified disorders of eyelid (H0289),3,0.0
"Disorder of kidney and ureter, unspecified (N289)",3,0.0002338281286319349
Urgency of urination (R3915),3,0.000132493644377845
Other ascites (R188),3,0.0008491847961870942
"Acute upper respiratory infection, unspecified (J069)",3,0.0005599298150090674
Sleep disorders not due to a substance or known physiological condition (F51),3,5.579370439931939e-05
Other skin changes due to chronic exposure to nonionizing radiation (L578),3,0.0
Other fatigue (R5383),3,0.002833451928122808
Hereditary and idiopathic neuropathy (G60),3,0.00010466116035261845
"Chronic obstructive pulmonary disease, unspecified (J449)",3,0.00040449308448507455
"Anxiety disorder, unspecified (F419)",3,0.0
Inflamed seborrheic keratosis (L820),3,0.0
Mononeuropathies of upper limb (G56),3,6.238209216584924e-05
"Other intervertebral disc degeneration, lumbar region (M5136)",3,0.0
Other seasonal allergic rhinitis (J302),3,0.0
Restless legs syndrome (G2581),3,0.0
Other diseases of intestine (K63),3,0.0005009113558681372
Melena (K921),3,0.00118312777572299
"Mild intermittent asthma, uncomplicated (J4520)",3,0.0
Other and unspecified hearing loss (H91),3,0.00039085066900842693
Benign neoplasm of sigmoid colon (D125),3,0.00020974319430601185
"Convulsions, not elsewhere classified (R56)",3,0.00021938423568500245
"Liver disease, unspecified (K769)",3,0.0006444228488920059
"Pure hypercholesterolemia, unspecified (E7800)",3,0.0
Chronic kidney disease (CKD) (N18),3,0.0
Unspecified visual disturbance (H539),3,0.00021908935723419205
Dry eye syndrome of unspecified lacrimal gland (H04129),3,7.448437323169365e-05
"Thoracic, thoracolumbar, and lumbosacral intervertebral disc disorders (M51)",3,0.0
"Nicotine dependence, cigarettes, uncomplicated (F17210)",3,0.0006795668576103241
"Spinal stenosis, lumbar region (M4806)",3,0.0
Pain in right hip (M25551),3,0.0
"Vitreous degeneration, unspecified eye (H43819)",3,0.0
Presbyopia (H524),3,0.0
Abdominal and pelvic pain (R10),3,0.018509838666981925
"Thrombocytopenia, unspecified (D696)",3,0.0015060120563904046
"Other disorders of fluid, electrolyte and acid-base balance (E87)",3,0.0013180709907907996
Other spondylopathies (M48),3,0.0
Epigastric pain (R1013),3,0.003608957594046412
Spondylosis (M47),3,0.0
"Hereditary and idiopathic neuropathy, unspecified (G609)",3,0.00010466116035261848
Unspecified contact dermatitis (L25),3,1.5228205382309723e-05
Residual hemorrhoidal skin tags (K644),3,0.00048070751427277376
Other peripheral vascular diseases (I73),3,0.0
Unspecified abdominal pain (R109),3,0.00806970231935213
Other disorders of bone density and structure (M85),3,0.0
"Insomnia, unspecified (G4700)",3,0.0005983244735109943
Unspecified glaucoma (H409),3,0.0
Other symptoms and signs involving cognitive functions and awareness (R41),3,0.00014817676380472593
Age-related cataract (H25),3,0.0
Other bacterial agents as the cause of diseases classified elsewhere (B96),3,0.0006583034049364749
Type 2 diabetes mellitus with unspecified complications (E118),3,0.0
Irritable bowel syndrome (K58),3,0.0005419288558522246
Right lower quadrant pain (R1031),3,0.001476071521340195
Unspecified convulsions (R569),3,0.00021938423568500245
Benign neoplasm of esophagus (D130),3,0.0003678004758674858
"Anemia, unspecified (D649)",3,0.0037244042826126227
Diverticular disease of intestine (K57),3,0.00030739952916897424
"Somnolence, stupor and coma (R40)",3,0.00028660654780366307
Other specified disorders of kidney and ureter (N2889),3,6.0022152513818315e-05
Gout (M10),3,0.0
"Acute bronchitis, unspecified (J209)",3,6.463386230661847e-05
Chronic rhinitis (J310),3,8.389211217179342e-05
"Unilateral primary osteoarthritis, left knee (M1712)",3,0.0
Abnormal and inconclusive findings on diagnostic imaging of breast (R92),3,8.59646548434111e-05
Calculus of kidney and ureter (N20),3,0.0006461908297387103
Other disorders of urinary system (N39),3,0.004047469964380608
Acute posthemorrhagic anemia (D62),3,0.00019155198546407342
"Unspecified osteoarthritis, unspecified site (M1990)",3,0.0
Cramp and spasm (R252),3,0.00023125309301119632
Pain in throat and chest (R07),3,0.003365146219631975
Other chronic obstructive pulmonary disease (J44),3,0.0004044930844850746
Hyperkalemia (E875),3,0.00043500049194094095
Pelvic and perineal pain (R102),3,0.002205475121971274
Cystitis (N30),3,0.00029860900945478654
"Peripheral vascular disease, unspecified (I739)",3,0.0
"Noninfective gastroenteritis and colitis, unspecified (K529)",3,0.0015614545666436349
Alcohol related disorders (F10),3,0.00011826065665996406
Abnormal findings on diagnostic imaging of lung (R91),3,0.00344197073246305
Other specified disorders of nose and nasal sinuses (J3489),3,7.324071533201531e-05
Unspecified age-related cataract (H259),3,0.0
Nasal congestion (R0981),3,0.0
Other symptoms and signs involving the genitourinary system (R3989),3,9.403238652882603e-05
Benign prostatic hyperplasia with lower urinary tract symptoms (N401),3,0.0
"Dysphagia, oropharyngeal phase (R1312)",3,0.0010910184092184434
Other retinal disorders (H35),3,0.0
"Hypothyroidism, unspecified (E039)",3,0.0
Migraine (G43),3,0.000329221278890013
Diaphragmatic hernia (K44),3,0.0
Other anemias (D64),3,0.0037244042826126227
Abnormal findings on diagnostic imaging of other body structures (R93),3,0.00022270622617959492
Other rheumatoid arthritis (M06),3,0.0
Postmenopausal atrophic vaginitis (N952),3,0.00019709442263399793
Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH] (R740),3,0.0010819012385306715
"Hyperlipidemia, unspecified (E785)",3,0.0
Other specified soft tissue disorders (M7989),3,0.0008995747396092071
Nocturia (R351),3,0.0
Elevated prostate specific antigen [PSA] (R972),3,0.0
Shortness of breath (R0602),3,0.0015815836059382934
Other symptoms and signs involving the musculoskeletal system (R29898),3,0.00031429818854786316
Inguinal hernia (K40),3,0.0
Type 2 diabetes mellitus with other specified complication (E1169),3,0.0
Glaucoma (H40),3,0.0
"Acute kidney failure, unspecified (N179)",3,0.000595877725484503
Atrophic disorders of skin (L90),3,0.0
Hypokalemia (E876),3,0.0008715757900881985
Tinea pedis (B353),3,0.0
Cellulitis and acute lymphangitis (L03),3,0.00015969815595102407
Melanocytic nevi (D22),3,0.00012182104068674627
"Pneumonia, unspecified organism (J18)",3,0.0007089724284704034
Age-related osteoporosis without current pathological fracture (M810),3,0.0
Other fecal abnormalities (R195),3,0.000531037877056035
"Benign neoplasm of colon, rectum, anus and anal canal (D12)",3,0.00119727901266989
"Age-related nuclear cataract, unspecified eye (H2510)",3,4.1353018300709976e-05
"Male erectile dysfunction, unspecified (N529)",3,0.0
Other specified symptoms and signs involving the circulatory and respiratory systems (R0989),3,9.091575823731283e-05
Other chronic pain (G8929),3,0.0
"Unspecified blepharitis left eye, unspecified eyelid (H01006)",3,0.0
"Unilateral primary osteoarthritis, right knee (M1711)",3,0.0
"Other and unspecified dorsopathies, not elsewhere classified (M53)",3,0.0
Elevated prostate specific antigen [PSA] (R9720),3,0.0
Other disorders of bone (M89),3,0.0
Other nonspecific abnormal finding of lung field (R918),3,0.002295858880785504
"Impacted cerumen, bilateral (H6123)",3,0.0
Nicotine dependence (F17),3,0.0026838542629731743
"Iron deficiency anemia, unspecified (D509)",3,0.0006701161571144775
Sebaceous cyst (L723),3,0.0
Male erectile dysfunction (N52),3,0.0
"Radiculopathy, thoracic region (M5414)",3,0.0
Nontoxic single thyroid nodule (E041),3,0.0005066639964252375
Hepatic fibrosis (K740),3,0.0007996707533130979
Other specified disorders of the skin and subcutaneous tissue (L988),3,0.00012396881924953623
"Local infection of the skin and subcutaneous tissue, unspecified (L089)",3,0.00024372486725240003
Other disorders of veins (I87),3,0.0
Benign prostatic hyperplasia (N40),3,0.0
Localized enlarged lymph nodes (R590),3,0.00017932437174185027
Dermatophytosis (B35),3,0.0
Type 2 diabetes mellitus with other diabetic ophthalmic complication (E1139),3,0.0
Other and unspecified dermatitis (L30),3,0.0
Other constipation (K5909),3,0.0009170603640367773
Abnormal results of function studies (R94),3,0.003709286816320381
Pain in left knee (M25562),3,0.0
"Gout, unspecified (M109)",3,0.0
"Unspecified astigmatism, bilateral (H52203)",3,0.0
"Unspecified hearing loss, unspecified ear (H9190)",3,0.0003902835350599315
Iron deficiency anemia (D50),3,0.0007691456366831168
Acute upper respiratory infections of multiple and unspecified sites (J06),3,0.0005599298150090674
"Finding of other specified substances, not normally found in blood (R7889)",3,0.0003927995539648535
Pain in left leg (M79605),3,7.242798228937085e-05
Malignant neoplasm of prostate (C61),3,0.0
"Diarrhea, unspecified (R197)",3,0.004582882843216949
Benign neoplasm of ascending colon (D122),3,0.0
"Seborrheic dermatitis, unspecified (L219)",3,0.0
Other muscle spasm (M62838),3,0.00011361421933807703
Acute kidney failure (N17),3,0.000595877725484503
"Major depressive disorder, recurrent, moderate (F331)",3,0.0
Acute pharyngitis (J02),3,0.0002770708448379236
"Poisoning by, adverse effect of and underdosing of primarily systemic and hematological agents, not elsewhere classified (T45)",3,0.0028100471783860602
"Radiculopathy, lumbar region (M5416)",3,0.0
Primary insomnia (F5101),3,5.579370439931939e-05
Benign prostatic hyperplasia without lower urinary tract symptoms (N400),3,0.0
Left upper quadrant pain (R1012),3,0.0012531080066410607
Hemorrhoids and perianal venous thrombosis (K64),3,0.0011406894489415808
Other specified bacterial agents as the cause of diseases classified elsewhere (B9689),3,0.0006583034049364749
"Carpal tunnel syndrome, unspecified upper limb (G5600)",3,6.238209216584924e-05
Hemangioma of skin and subcutaneous tissue (D1801),3,7.960566929785971e-05
Abnormal levels of other serum enzymes (R748),3,0.0014636842801644097
Pain in right foot (M79671),3,0.0
Chronic viral hepatitis (B18),3,0.0007005498721311951
"Vitreous degeneration, bilateral (H43813)",3,0.0
Other abnormal glucose (R7309),3,0.0
"Unspecified hearing loss, bilateral (H9193)",3,3.353867011403955e-05
Stress incontinence (female) (male) (N393),3,0.00022831652309146286
Ascites (R18),3,0.0008491847961870942
Vasomotor and allergic rhinitis (J30),3,0.0
Pure hypercholesterolemia (E780),3,0.0
Abnormalities of breathing (R06),3,0.0027850374636675355
Other diseases of anus and rectum (K62),3,0.0012186256688675864
"Other disorders involving the immune mechanism, not elsewhere classified (D89)",3,0.0
Pruritus (L29),3,0.00030450546446836595
"Disorder of thyroid, unspecified (E079)",3,0.0
"Spondylosis without myelopathy or radiculopathy, lumbosacral region (M47817)",3,0.0
Hyperparathyroidism and other disorders of parathyroid gland (E21),3,0.0
Left lower quadrant pain (R1032),3,0.0018722628043909668
"Obesity, unspecified (E669)",3,0.0
"Skin changes due to chronic exposure to nonionizing radiation, unspecified (L579)",3,0.0
Muscle weakness (generalized) (M6281),3,0.0001514021731079517
Gastro-esophageal reflux disease with esophagitis (K210),3,0.0
Plantar fascial fibromatosis (M722),3,0.0
Benign neoplasm of lymph nodes (D360),3,0.0003123100971987354
"Acute pharyngitis, unspecified (J029)",3,0.00027707084483792355
Other chest pain (R0789),3,0.0013791540170936844
Weakness (R531),3,0.0014779765664597534
Other noninflammatory disorders of vagina (N89),3,0.0001781995130299476
"Edema, unspecified (R609)",3,0.00011571073224500636
Venous insufficiency (chronic) (peripheral) (I872),3,0.0
"Other benign neoplasm of skin, unspecified (D239)",3,0.00021262728903061962
Retention of urine (R33),3,0.0006407098321665412
Syncope and collapse (R55),3,0.0006799883522332081
Vitamin D deficiency (E55),3,0.0009639008027030056
Unspecified hemorrhoids (K649),3,0.00029642412236689347
"Disorder involving the immune mechanism, unspecified (D899)",3,0.0
Other and unspecified disorders of nose and nasal sinuses (J34),3,0.00020594469911569007
"Spondylosis without myelopathy or radiculopathy, lumbar region (M47816)",3,0.0
"Migraine with aura, not intractable, without status migrainosus (G43109)",3,0.0
Benign neoplasm of stomach (D131),3,0.0019378337775223038
"Malignant (primary) neoplasm, unspecified (C801)",3,0.001481473470592808
Overweight and obesity (E66),3,0.0
"Chest pain, unspecified (R079)",3,0.0024735145112484416
"Melanocytic nevi, unspecified (D229)",3,0.00012182104068674627
Other and unspecified arthropathy (M12),3,0.0
Benign neoplasm of rectum (D128),3,0.0002666054503267013
"Cardiac murmur, unspecified (R011)",3,0.0
Other dorsalgia (M5489),3,0.00018101928650875017
Other symptoms and signs involving the digestive system and abdomen (R19),3,0.00567721534049728
Morbid (severe) obesity due to excess calories (E6601),3,0.0
"Combined forms of age-related cataract, bilateral (H25813)",3,0.0
Benign neoplasm of other and unspecified sites (D36),3,0.00031231009719873544
"Hypermetropia, bilateral (H5203)",3,0.0
"Localized swelling, mass and lump, neck (R221)",3,0.0005000754509951035
Other and unspecified noninfective gastroenteritis and colitis (K52),3,0.0015614545666436349
Other cataract (H26),3,0.0
Iron deficiency anemia secondary to blood loss (chronic) (D500),3,0.0
Other hemorrhoids (K648),3,0.0004222893127478063
"Major depressive disorder, single episode (F32)",3,0.0
Xerosis cutis (L853),3,0.00012324495286389215
Abdominal distension (gaseous) (R140),3,0.0018658536069964503
Irritable bowel syndrome without diarrhea (K589),3,0.0005419288558522246
"Age-related nuclear cataract, bilateral (H2513)",3,0.0
Disorders of lipoprotein metabolism and other lipidemias (E78),3,0.0
Generalized abdominal pain (R1084),3,0.004449034190132941
"Localized swelling, mass and lump of skin and subcutaneous tissue (R22)",3,0.0007478928562188377
Other abnormal findings of blood chemistry (R79),3,0.0005196521333770507
Other and unspecified malignant neoplasm of skin (C44),3,0.0
Menopausal and female climacteric states (N951),3,0.00015882429690032394
Menopausal and other perimenopausal disorders (N95),3,0.0004077948146030199
Asthma (J45),3,0.0
"Pneumonia, unspecified organism (J189)",3,0.0007089724284704036
Benign neoplasm of other and ill-defined parts of digestive system (D13),3,0.002432121181603633
Other and unspecified symptoms and signs involving the genitourinary system (R39),3,0.0004842372393663123
Other malaise (R5381),3,0.00032037706834679236
"Sacrococcygeal disorders, not elsewhere classified (M533)",3,0.0
Calculus of kidney (N200),3,0.0006461908297387103
Other anxiety disorders (F41),3,0.0
Other inflammation of eyelid (H01),3,0.0
Rash and other nonspecific skin eruption (R21),3,0.0021164349319857468
Dysphonia (R490),3,0.00014197312370522517
"Malignant neoplasm of bladder, unspecified (C679)",3,0.0
Cardiac murmurs and other cardiac sounds (R01),3,0.0
Pure hyperglyceridemia (E781),3,0.0
Dysuria (R300),3,0.0010003417684279646
Neoplasm related pain (acute) (chronic) (G893),3,0.0006291502280033723
Malaise and fatigue (R53),3,0.0049402031494778596
Other abnormal and inconclusive findings on diagnostic imaging of breast (R928),3,8.596465484341102e-05
"Polyneuropathy, unspecified (G629)",3,0.0007089383392015568
"Retention of urine, unspecified (R339)",3,0.0006407098321665412
Pain in right shoulder (M25511),3,0.0
Other disorders of white blood cells (D72),3,0.0004919749202941874
"Type 2 diabetes mellitus with diabetic neuropathy, unspecified (E1140)",3,0.0
Other specified disorders of brain (G9389),3,0.00018065055223606062
Aphagia and dysphagia (R13),3,0.002326740452760043
Nausea (R110),3,0.005009107109941854
"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent (K4090)",3,0.0
Nausea and vomiting (R11),3,0.009413455571310193
Benign neoplasm of cecum (D120),3,9.618415992028719e-05
"Unspecified blepharitis unspecified eye, unspecified eyelid (H01009)",3,2.8293249121495102e-05
"Radiculopathy, cervical region (M5412)",3,0.0
"Age-related nuclear cataract, right eye (H2511)",3,0.0
"Other intervertebral disc displacement, lumbar region (M5126)",3,0.0
"Unspecified astigmatism, unspecified eye (H52209)",3,0.0
"Difficulty in walking, not elsewhere classified (R262)",3,0.0
Other respiratory disorders (J98),3,0.0007739082653102752
"Preglaucoma, unspecified, unspecified eye (H40009)",3,0.0
Bilateral primary osteoarthritis of knee (M170),3,0.0
Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema (E11319),3,0.0
Acute bronchitis (J20),3,6.463386230661847e-05
"Cellulitis, unspecified (L0390)",3,0.000159698155951024
Essential (primary) hypertension (I10),3,0.0
Generalized anxiety disorder (F411),3,0.0
Pain in left shoulder (M25512),3,0.0
Rosacea (L71),3,6.34186677604651e-06
"Pain, unspecified (R52)",3,0.0015943290716423557
"Disorder of bone, unspecified (M899)",3,0.0
"Dysphagia, unspecified (R1310)",3,0.0017469456202631167
Sleep disorders (G47),3,0.0
Other allergic rhinitis (J3089),3,0.0
Disorders of refraction and accommodation (H52),3,0.00021145043556304558
"Lumbago with sciatica, right side (M5441)",3,0.0
Polyuria (R35),3,0.00026919574122470186
Pain in unspecified shoulder (M25519),3,0.0
Other epidermal thickening (L85),3,0.00012324495286389217
"Age-related nuclear cataract, left eye (H2512)",3,0.0
Disorders of vitreous body (H43),3,0.0
Skin changes due to chronic exposure to nonionizing radiation (L57),3,0.0
"Disorder of the skin and subcutaneous tissue, unspecified (L989)",3,0.00041649818533081277
"Myopia, bilateral (H5213)",3,0.0
Osteoarthritis of hip (M16),3,0.0
Other benign neoplasm of skin of trunk (D235),3,0.00011486571179009338
Other diseases of stomach and duodenum (K31),3,0.0013669022613348105
Gas pain (R141),3,0.0005713058558204502
Abnormal serum enzyme levels (R74),3,0.002593518574982723
