feature,factor,weight
"Lymphocyte % (Coulter)_(15.9, 22.2]",8,0.0
"Lymphocyte % (Coulter)_(22.2, 27.4]",8,0.0
"Lymphocyte % (Coulter)_(27.4, 33.9]",8,0.0
"Lymphocyte % (Coulter)_(33.9, 98.5]",8,0.0
"Mean Corpuscular Hgb Conc._(25.698999999999998, 32.4]",8,0.0
"Mean Corpuscular Hgb Conc._(32.4, 33.2]",8,1.5478554942291864e-05
"Mean Corpuscular Hgb Conc._(33.2, 33.8]",8,0.0004299317158763239
"Mean Corpuscular Hgb Conc._(33.8, 34.5]",8,0.0014554055127449339
"Mean Corpuscular Hgb Conc._(34.5, 39.5]",8,0.00021861579751847408
"Total Bilirubin_(0.099, 0.4]",8,2.3621826908404973e-05
"Total Bilirubin_(0.4, 0.5]",8,0.0
"Total Bilirubin_(0.5, 0.7]",8,1.0028315556988345e-05
"Total Bilirubin_(0.7, 1.0]",8,1.223530724409418e-05
"Total Bilirubin_(1.0, 10.6]",8,0.0
"Mean Platelet Volume_(4.7989999999999995, 9.3]",8,0.0014140484635062924
"Mean Platelet Volume_(9.3, 9.9]",8,0.0007602158690811205
"Mean Platelet Volume_(9.9, 10.4]",8,0.0003476869365702013
"Mean Platelet Volume_(10.4, 11.0]",8,0.00019701461256005926
"Mean Platelet Volume_(11.0, 14.6]",8,0.0
"Hematocrit_(18.099, 36.5]",8,0.0
"Hematocrit_(36.5, 39.6]",8,0.00026733762777207725
"Hematocrit_(39.6, 41.9]",8,0.0007906035668791287
"Hematocrit_(41.9, 44.4]",8,0.0016776695502658358
"Hematocrit_(44.4, 66.6]",8,0.0
"Eosinophils_(-0.001, 0.9]",8,0.0
"Eosinophils_(0.9, 1.6]",8,0.0
"Eosinophils_(1.6, 2.4]",8,0.0
"Eosinophils_(2.4, 3.7]",8,0.0
"Eosinophils_(3.7, 38.5]",8,0.0
"WEIGHT_KG_(4.579, 67.696]",8,0.0
"WEIGHT_KG_(67.696, 78.93]",8,0.0
"WEIGHT_KG_(78.93, 89.81]",8,0.0
"WEIGHT_KG_(89.81, 103.01]",8,0.0
"WEIGHT_KG_(103.01, 510.02]",8,0.0
"Albumin_(1.499, 4.0]",8,0.0
"Albumin_(4.0, 4.2]",8,0.0035180878225664226
"Albumin_(4.2, 4.4]",8,0.004794934313285882
"Albumin_(4.4, 4.5]",8,0.0016559973726805884
"Albumin_(4.5, 5.5]",8,0.0023737701138093936
"Automated Nrbc Percentage_(-0.001, 1.1]",8,0.0
"Automated Nrbc Percentage_(1.1, 1.5]",8,0.0
"Automated Nrbc Percentage_(1.5, 2.1]",8,0.0
"Automated Nrbc Percentage_(2.1, 17.0]",8,0.0
"Absolute Neutrophil Count_(-0.001, 2.9]",8,0.0
"Absolute Neutrophil Count_(2.9, 3.8]",8,0.0
"Absolute Neutrophil Count_(3.8, 4.7]",8,0.0
"Absolute Neutrophil Count_(4.7, 6.4]",8,0.0
"Absolute Neutrophil Count_(6.4, 51.9]",8,0.0
"BP_SYS_(70.999, 116.0]",8,0.0005931944741502524
"BP_SYS_(116.0, 126.0]",8,0.0016848348493976452
"BP_SYS_(126.0, 135.0]",8,0.0012073178565008065
"BP_SYS_(135.0, 146.0]",8,0.00016299454708426636
"BP_SYS_(146.0, 414.0]",8,0.0
"Ferritin_(0.499, 32.54]",9,8.24978848019937e-05
"Ferritin_(32.54, 75.58]",9,0.0
"Ferritin_(75.58, 137.32]",9,0.0
"Ferritin_(137.32, 297.4]",9,0.0
"Ferritin_(297.4, 7385.1]",9,0.0
"Phosphorus_(1.0990000000000002, 3.1]",9,0.0
"Phosphorus_(3.1, 3.5]",9,0.0
"Phosphorus_(3.5, 3.8]",9,0.0
"Phosphorus_(3.8, 4.2]",9,0.0
"Phosphorus_(4.2, 9.4]",9,0.0
"Bilirubin, Total_(0.099, 0.3]",9,0.0
"Bilirubin, Total_(0.3, 0.5]",9,0.0
"Bilirubin, Total_(0.5, 0.6]",9,0.0
"Bilirubin, Total_(0.6, 0.8]",9,0.0
"Bilirubin, Total_(0.8, 30.9]",9,0.0
"Chloride_(69.999, 103.0]",9,0.0
"Chloride_(103.0, 104.0]",9,0.0
"Chloride_(104.0, 106.0]",9,0.0
"Chloride_(106.0, 107.0]",9,0.0
"Chloride_(107.0, 122.0]",9,0.0
"Sodium_(106.999, 138.0]",9,0.0
"Sodium_(138.0, 140.0]",9,0.0
"Sodium_(140.0, 141.0]",9,0.0
"Sodium_(141.0, 142.0]",9,0.0
"Sodium_(142.0, 150.0]",9,0.0
"Hemoglobin_(5.699, 12.1]",9,0.0
"Hemoglobin_(12.1, 13.2]",9,0.0
"Hemoglobin_(13.2, 14.1]",9,0.0
"Hemoglobin_(14.1, 15.1]",9,0.0
"Hemoglobin_(15.1, 22.4]",9,0.0
"Absolute Neutrophils_(-0.001, 3.0]",9,0.0
"Absolute Neutrophils_(3.0, 3.992]",9,0.0
"Absolute Neutrophils_(3.992, 5.6]",9,0.0
"Absolute Neutrophils_(5.6, 9.422]",9,0.0
"Absolute Neutrophils_(9.422, 14240.0]",9,0.00013589541236962402
"Tsh_(0.069, 0.9]",9,0.0
"Tsh_(0.9, 1.38]",9,0.0
"Tsh_(1.38, 2.08]",9,0.0
"Tsh_(2.08, 3.1]",9,2.395216119434583e-05
"Tsh_(3.1, 17.32]",9,0.0
"Progranulocytes._(-0.001, 3.0]",9,0.0
"Monocyte % (Coulter)_(-0.001, 6.4]",9,0.0
"Monocyte % (Coulter)_(6.4, 7.8]",9,0.0
"Monocyte % (Coulter)_(7.8, 9.1]",9,0.0
"Monocyte % (Coulter)_(9.1, 10.9]",9,0.0
"Monocyte % (Coulter)_(10.9, 59.0]",9,0.0
"Red Blood Cell Count_(1.8690000000000002, 4.02]",9,0.0
"Red Blood Cell Count_(4.02, 4.39]",9,0.0
"Red Blood Cell Count_(4.39, 4.67]",9,0.0
"Red Blood Cell Count_(4.67, 4.99]",9,0.0
"Red Blood Cell Count_(4.99, 7.46]",9,0.0
"Tsh-3Rd Generation (Sstsh)_(0.009000000000000001, 0.94]",9,0.0004101787306354656
"Tsh-3Rd Generation (Sstsh)_(0.94, 1.512]",9,0.0
"Tsh-3Rd Generation (Sstsh)_(1.512, 2.07]",9,0.0001825488454216725
"Tsh-3Rd Generation (Sstsh)_(2.07, 3.08]",9,0.00014825099653625445
"Tsh-3Rd Generation (Sstsh)_(3.08, 142.3]",9,5.3612826742688226e-05
"Glucose_(36.999, 87.0]",9,0.00044662990935228595
"Glucose_(87.0, 95.0]",9,0.0
"Glucose_(95.0, 104.0]",9,2.1256558355190165e-05
"Glucose_(104.0, 127.0]",9,0.0
"Glucose_(127.0, 650.0]",9,0.0
"Non-Hdl Cholesterol_(51.999, 92.0]",9,5.1179638096883145e-05
"Non-Hdl Cholesterol_(92.0, 113.0]",9,0.0
"Non-Hdl Cholesterol_(113.0, 131.0]",9,0.0
"Non-Hdl Cholesterol_(131.0, 161.0]",9,1.100687939033147e-05
"Non-Hdl Cholesterol_(161.0, 276.0]",9,0.0
"Protein_(3.1990000000000003, 6.5]",9,0.0
"Protein_(6.5, 6.8]",9,0.0
"Protein_(6.8, 7.1]",9,0.0
"Protein_(7.1, 7.4]",9,0.0
"Protein_(7.4, 10.7]",9,0.0
"Platelet Count_(0.999, 176.0]",9,0.0
"Platelet Count_(176.0, 213.0]",9,0.0
"Platelet Count_(213.0, 247.0]",9,0.0
"Platelet Count_(247.0, 290.0]",9,0.0
"Platelet Count_(290.0, 856.0]",9,0.0
"Basophils_(-0.001, 0.3]",9,0.0
"Basophils_(0.3, 0.4]",9,0.0
"Basophils_(0.4, 0.6]",9,0.0
"Basophils_(0.6, 0.8]",9,0.0
"Basophils_(0.8, 15.0]",9,0.0
"Absolute Basophils_(-0.001, 0.07]",9,0.0
"Absolute Basophils_(0.07, 0.1]",9,0.0
"Absolute Basophils_(0.1, 97.0]",9,0.0002165491865842292
"Absolute Eosinophils_(-0.001, 0.1]",9,0.0
"Absolute Eosinophils_(0.1, 0.12]",9,0.0
"Absolute Eosinophils_(0.12, 0.2]",9,0.0
"Absolute Eosinophils_(0.2, 0.4]",9,0.0
"Absolute Eosinophils_(0.4, 9342.0]",9,0.00013427000377319535
"Absolute Monocytes_(-0.001, 0.4]",9,0.0
"Absolute Monocytes_(0.4, 0.56]",9,0.0
"Absolute Monocytes_(0.56, 0.7]",9,0.0
"Absolute Monocytes_(0.7, 1.1]",9,0.0
"Absolute Monocytes_(1.1, 5145.0]",9,0.00021497416179980944
"Absolute Eosinophil Count_(-0.001, 0.1]",9,0.0
"Absolute Eosinophil Count_(0.1, 0.2]",9,0.0
"Absolute Eosinophil Count_(0.2, 0.3]",9,0.0
"Absolute Eosinophil Count_(0.3, 2.7]",9,0.0
"Absolute Lymphocyte Count_(-0.001, 1.1]",9,0.0
"Absolute Lymphocyte Count_(1.1, 1.5]",9,0.0
"Absolute Lymphocyte Count_(1.5, 1.8]",9,0.0
"Absolute Lymphocyte Count_(1.8, 2.4]",9,0.0
"Absolute Lymphocyte Count_(2.4, 363.1]",9,0.0
"Ast_(7.999, 19.0]",9,0.0
"Ast_(19.0, 23.0]",9,0.0
"Ast_(23.0, 27.0]",9,0.0
"Ast_(27.0, 34.0]",9,0.0
"Ast_(34.0, 2142.0]",9,0.0
"Absolute Lymphocytes_(-0.001, 1.0]",9,0.0
"Absolute Lymphocytes_(1.0, 1.4]",9,0.0
"Absolute Lymphocytes_(1.4, 1.82]",9,0.0
"Absolute Lymphocytes_(1.82, 3.096]",9,0.0
"Absolute Lymphocytes_(3.096, 71101.0]",9,0.00023739522117094777
"Alt_(0.999, 17.0]",9,0.0
"Alt_(17.0, 21.0]",9,0.0
"Alt_(21.0, 27.0]",9,0.0
"Alt_(27.0, 37.0]",9,0.0
"Alt_(37.0, 1631.0]",9,0.0
"PULSE_(2.999, 64.0]",9,0.004362555684098326
"PULSE_(64.0, 71.0]",9,0.00489381945395754
"PULSE_(71.0, 78.0]",9,0.003984307077660819
"PULSE_(78.0, 86.0]",9,0.0028791316332177925
"PULSE_(86.0, 150.0]",9,0.0020191793574067273
"B-Type Natriuretic Peptide_(5.999, 18.0]",9,0.0
"B-Type Natriuretic Peptide_(18.0, 37.0]",9,0.0
"B-Type Natriuretic Peptide_(37.0, 69.4]",9,0.0
"B-Type Natriuretic Peptide_(69.4, 111.8]",9,0.0
"B-Type Natriuretic Peptide_(111.8, 1217.0]",9,0.0
"Hemoglobin A1C_(3.899, 5.5]",9,0.000568988229955255
"Hemoglobin A1C_(5.5, 5.8]",9,0.0
"Hemoglobin A1C_(5.8, 6.1]",9,0.0
"Hemoglobin A1C_(6.1, 7.2]",9,0.0
"Hemoglobin A1C_(7.2, 167.0]",9,0.0
"Absolute Monocyte Count_(-0.001, 0.4]",9,0.0
"Absolute Monocyte Count_(0.4, 0.5]",9,0.0
"Absolute Monocyte Count_(0.5, 0.6]",9,0.0
"Absolute Monocyte Count_(0.6, 0.8]",9,0.0
"Absolute Monocyte Count_(0.8, 14.7]",9,0.0
"Myelocytes._(-0.001, 1.0]",9,0.0
"Myelocytes._(1.0, 12.0]",9,0.0
"Potassium_(2.499, 4.0]",9,0.0
"Potassium_(4.0, 4.3]",9,0.0
"Potassium_(4.3, 4.4]",9,0.0
"Potassium_(4.4, 4.7]",9,0.0
"Potassium_(4.7, 9.8]",9,0.0
"Absolute Basophil Count_(-0.001, 0.1]",9,0.0
"Absolute Basophil Count_(0.1, 8.8]",9,0.0
"Anion Gap_(-3.001, 6.0]",9,0.0003631947585224643
"Anion Gap_(6.0, 7.0]",9,8.857052761935932e-05
"Anion Gap_(7.0, 8.0]",9,0.00031751048793932584
"Anion Gap_(8.0, 10.0]",9,0.0
"Anion Gap_(10.0, 22.0]",9,0.0
"Alkaline Phosphatase_(14.999, 62.0]",9,0.00013737945016912344
"Alkaline Phosphatase_(62.0, 75.0]",9,0.0
"Alkaline Phosphatase_(75.0, 88.0]",9,0.0
"Alkaline Phosphatase_(88.0, 106.0]",9,0.0
"Alkaline Phosphatase_(106.0, 1821.0]",9,0.0
"Calcium_(4.7989999999999995, 9.2]",9,0.0
"Calcium_(9.2, 9.4]",9,0.0
"Calcium_(9.4, 9.6]",9,0.0
"Calcium_(9.6, 9.9]",9,0.0
"Calcium_(9.9, 15.2]",9,0.0
"Chol/Hdl Ratio_(1.499, 2.8]",9,0.0007449466667852663
"Chol/Hdl Ratio_(2.8, 3.4]",9,0.0006321790329656261
"Chol/Hdl Ratio_(3.4, 3.9]",9,0.0
"Chol/Hdl Ratio_(3.9, 4.6]",9,0.0
"Chol/Hdl Ratio_(4.6, 13.1]",9,0.0
"BMI_(1.489, 24.33]",9,0.0
"BMI_(24.33, 27.173]",9,0.026193425312031126
"BMI_(27.173, 30.13]",9,0.0008846721068116498
"BMI_(30.13, 34.4]",9,0.0
"BMI_(34.4, 191.49]",9,0.0
"BP_DIA_(-0.001, 63.0]",9,0.0013503523711496856
"BP_DIA_(63.0, 70.0]",9,0.0035407465689245273
"BP_DIA_(70.0, 75.0]",9,0.003962920593589062
"BP_DIA_(75.0, 82.0]",9,0.004226088802572577
"BP_DIA_(82.0, 155.0]",9,0.0026572557407914827
"HEIGHT_CM_(64.999, 160.02]",9,0.0
"HEIGHT_CM_(160.02, 167.64]",9,0.0
"HEIGHT_CM_(167.64, 173.4]",9,0.008402954337213086
"HEIGHT_CM_(173.4, 180.34]",9,0.0
"HEIGHT_CM_(180.34, 266.7]",9,0.0
"Low Density Lipoprotein Chol_(5.999, 75.2]",9,0.0005933524075454729
"Low Density Lipoprotein Chol_(75.2, 95.0]",9,0.00028300854911149354
"Low Density Lipoprotein Chol_(95.0, 113.0]",9,0.0
"Low Density Lipoprotein Chol_(113.0, 135.0]",9,0.0
"Low Density Lipoprotein Chol_(135.0, 285.0]",9,0.0001310687742976364
"TEMP_(73.999, 97.5]",9,0.0035182067806092854
"TEMP_(97.5, 97.9]",9,0.003111864689018568
"TEMP_(97.9, 98.1]",9,0.002054313502765586
"TEMP_(98.1, 98.4]",9,0.0017234698690588117
"TEMP_(98.4, 118.76]",9,0.001397149427442689
"Triglycerides_(19.999, 82.0]",9,0.0005547771799309455
"Triglycerides_(82.0, 109.0]",9,0.00026950814580093205
"Triglycerides_(109.0, 142.0]",9,0.0002327403892882966
"Triglycerides_(142.0, 203.0]",9,0.0
"Triglycerides_(203.0, 2287.0]",9,0.0
"High Density Lipoprotein Chol_(11.999, 40.0]",9,0.0
"High Density Lipoprotein Chol_(40.0, 47.0]",9,0.0
"High Density Lipoprotein Chol_(47.0, 54.0]",9,0.0001491998211232479
"High Density Lipoprotein Chol_(54.0, 64.0]",9,0.0006004176714990377
"High Density Lipoprotein Chol_(64.0, 161.0]",9,0.000328969415897865
"Poc Hgb A1C_(-0.001, 6.3]",9,0.00047647271685843077
"Poc Hgb A1C_(6.3, 6.9]",9,0.0
"Poc Hgb A1C_(6.9, 7.5]",9,0.0004586451487378623
"Poc Hgb A1C_(7.5, 8.7]",9,0.0003146155848529603
"Poc Hgb A1C_(8.7, 14.0]",9,0.0
"Other % Cell Type_(-0.001, 2.0]",9,0.0
"Mean Corpuscular Volume_(54.299, 86.0]",9,0.0
"Mean Corpuscular Volume_(86.0, 89.0]",9,0.0
"Mean Corpuscular Volume_(89.0, 91.3]",9,0.0002161958032173015
"Mean Corpuscular Volume_(91.3, 94.4]",9,0.0
"Mean Corpuscular Volume_(94.4, 120.3]",9,0.0
"Plasmacyte_(-0.001, 2.8]",9,0.0
"Immature Granulocyte %_(-0.001, 0.2]",9,0.0
"Immature Granulocyte %_(0.2, 0.3]",9,0.0
"Immature Granulocyte %_(0.3, 0.4]",9,0.0
"Immature Granulocyte %_(0.4, 0.5]",9,0.0
"Immature Granulocyte %_(0.5, 16.3]",9,0.0
"Mean Corpuscular Hgb_(13.999, 28.6]",9,0.0
"Mean Corpuscular Hgb_(28.6, 29.8]",9,0.0
"Mean Corpuscular Hgb_(29.8, 30.8]",9,0.0
"Mean Corpuscular Hgb_(30.8, 31.9]",9,0.0
"Mean Corpuscular Hgb_(31.9, 43.0]",9,0.0
"Blasts_(-0.001, 89.0]",9,0.0
"Metamyelocytes._(-0.001, 1.0]",9,0.0
"Metamyelocytes._(1.0, 14.0]",9,0.0
"Absolute Early Gran Count_(-0.001, 13.7]",9,0.0
"Red Cell Distribution Width_(10.699, 12.7]",9,0.0
"Red Cell Distribution Width_(12.7, 13.2]",9,0.0
"Red Cell Distribution Width_(13.2, 13.7]",9,0.0
"Red Cell Distribution Width_(13.7, 14.6]",9,0.0
"Red Cell Distribution Width_(14.6, 31.3]",9,0.0
"Urea Nitrogen_(4.999, 13.0]",9,0.0
"Urea Nitrogen_(13.0, 15.0]",9,0.0
"Urea Nitrogen_(15.0, 18.0]",9,0.0
"Urea Nitrogen_(18.0, 23.0]",9,0.00016035491125778302
"Urea Nitrogen_(23.0, 139.0]",9,0.0
"White Blood Cell Count_(0.099, 5.3]",9,0.0
"White Blood Cell Count_(5.3, 6.5]",9,0.0
"White Blood Cell Count_(6.5, 7.6]",9,0.0
"White Blood Cell Count_(7.6, 9.3]",9,0.0
"White Blood Cell Count_(9.3, 374.3]",9,0.0
"Bands_(-0.001, 1.0]",9,0.0
"Bands_(1.0, 17.0]",9,0.0
"Cholesterol_(54.999, 152.0]",9,0.0003236079391596446
"Cholesterol_(152.0, 176.0]",9,0.00014660105820215715
"Cholesterol_(176.0, 196.0]",9,0.0
"Cholesterol_(196.0, 223.0]",9,0.0
"Cholesterol_(223.0, 484.0]",9,0.00017450129663319
"Co2_(9.999, 26.0]",9,0.0
"Co2_(26.0, 28.0]",9,0.0
"Co2_(28.0, 29.0]",9,5.4764789629034196e-05
"Co2_(29.0, 30.0]",9,4.481409034391542e-05
"Co2_(30.0, 40.0]",9,0.0
"Segmented Neutrophils._(-0.001, 52.4]",9,0.0
"Segmented Neutrophils._(52.4, 59.4]",9,0.0
"Segmented Neutrophils._(59.4, 65.1]",9,0.0
"Segmented Neutrophils._(65.1, 71.9]",9,0.0
"Segmented Neutrophils._(71.9, 95.6]",9,0.0
"Creatinine_(0.169, 0.73]",9,0.0
"Creatinine_(0.73, 0.84]",9,0.0
"Creatinine_(0.84, 0.96]",9,0.0
"Creatinine_(0.96, 1.122]",9,0.0
"Creatinine_(1.122, 21.48]",9,0.0
"Absolute Blast Count_(-0.001, 115.3]",9,0.0
"Lymphocyte % (Coulter)_(-0.001, 15.9]",9,0.0
"Lymphocyte % (Coulter)_(15.9, 22.2]",9,0.0
"Lymphocyte % (Coulter)_(22.2, 27.4]",9,3.429023738366949e-05
"Lymphocyte % (Coulter)_(27.4, 33.9]",9,0.0
"Lymphocyte % (Coulter)_(33.9, 98.5]",9,0.0
"Mean Corpuscular Hgb Conc._(25.698999999999998, 32.4]",9,0.0
"Mean Corpuscular Hgb Conc._(32.4, 33.2]",9,0.0
"Mean Corpuscular Hgb Conc._(33.2, 33.8]",9,0.0
"Mean Corpuscular Hgb Conc._(33.8, 34.5]",9,0.0
"Mean Corpuscular Hgb Conc._(34.5, 39.5]",9,0.0
"Total Bilirubin_(0.099, 0.4]",9,0.0
"Total Bilirubin_(0.4, 0.5]",9,0.0
"Total Bilirubin_(0.5, 0.7]",9,0.0
"Total Bilirubin_(0.7, 1.0]",9,7.367617989804174e-05
"Total Bilirubin_(1.0, 10.6]",9,0.0
"Mean Platelet Volume_(4.7989999999999995, 9.3]",9,0.0
"Mean Platelet Volume_(9.3, 9.9]",9,0.0
"Mean Platelet Volume_(9.9, 10.4]",9,0.0
"Mean Platelet Volume_(10.4, 11.0]",9,0.0
"Mean Platelet Volume_(11.0, 14.6]",9,0.0
"Hematocrit_(18.099, 36.5]",9,0.0
"Hematocrit_(36.5, 39.6]",9,0.0
"Hematocrit_(39.6, 41.9]",9,0.0
"Hematocrit_(41.9, 44.4]",9,0.0
"Hematocrit_(44.4, 66.6]",9,0.0
"Eosinophils_(-0.001, 0.9]",9,0.0
"Eosinophils_(0.9, 1.6]",9,0.0
"Eosinophils_(1.6, 2.4]",9,0.0
"Eosinophils_(2.4, 3.7]",9,0.0
"Eosinophils_(3.7, 38.5]",9,0.0
"WEIGHT_KG_(4.579, 67.696]",9,0.0
"WEIGHT_KG_(67.696, 78.93]",9,0.03368886672380704
"WEIGHT_KG_(78.93, 89.81]",9,0.0
"WEIGHT_KG_(89.81, 103.01]",9,0.0
"WEIGHT_KG_(103.01, 510.02]",9,0.0
"Albumin_(1.499, 4.0]",9,0.0
"Albumin_(4.0, 4.2]",9,0.0
"Albumin_(4.2, 4.4]",9,0.0
"Albumin_(4.4, 4.5]",9,0.0
"Albumin_(4.5, 5.5]",9,0.0
"Automated Nrbc Percentage_(-0.001, 1.1]",9,1.4454818655478158e-07
"Automated Nrbc Percentage_(1.1, 1.5]",9,0.0
"Automated Nrbc Percentage_(1.5, 2.1]",9,0.0
"Automated Nrbc Percentage_(2.1, 17.0]",9,0.0
"Absolute Neutrophil Count_(-0.001, 2.9]",9,0.0
"Absolute Neutrophil Count_(2.9, 3.8]",9,0.0
"Absolute Neutrophil Count_(3.8, 4.7]",9,0.0
"Absolute Neutrophil Count_(4.7, 6.4]",9,0.0
"Absolute Neutrophil Count_(6.4, 51.9]",9,0.0
"BP_SYS_(70.999, 116.0]",9,0.0014171838427238792
"BP_SYS_(116.0, 126.0]",9,0.003391342229099299
"BP_SYS_(126.0, 135.0]",9,0.004788416783570522
"BP_SYS_(135.0, 146.0]",9,0.00421589404619123
"BP_SYS_(146.0, 414.0]",9,0.003669304851098108
"Ferritin_(0.499, 32.54]",10,0.00047818038372228987
"Ferritin_(32.54, 75.58]",10,0.0007438700639493007
"Ferritin_(75.58, 137.32]",10,0.0004412668977340045
"Ferritin_(137.32, 297.4]",10,0.0006910636905925584
"Ferritin_(297.4, 7385.1]",10,0.00042151349362613757
"Phosphorus_(1.0990000000000002, 3.1]",10,0.0002699944310121226
"Phosphorus_(3.1, 3.5]",10,0.00012068514536690486
"Phosphorus_(3.5, 3.8]",10,0.00010364315446037766
"Phosphorus_(3.8, 4.2]",10,0.0
"Phosphorus_(4.2, 9.4]",10,0.0001398583536482767
"Bilirubin, Total_(0.099, 0.3]",10,0.0050959923522031015
"Bilirubin, Total_(0.3, 0.5]",10,0.006157531199674263
"Bilirubin, Total_(0.5, 0.6]",10,0.0024866620336395206
"Bilirubin, Total_(0.6, 0.8]",10,0.0026698352017601313
"Bilirubin, Total_(0.8, 30.9]",10,0.0028104901345160772
"Chloride_(69.999, 103.0]",10,0.0061894545968451216
"Chloride_(103.0, 104.0]",10,0.0028092969339412344
"Chloride_(104.0, 106.0]",10,0.006310677917385803
"Chloride_(106.0, 107.0]",10,0.0032343349812981397
"Chloride_(107.0, 122.0]",10,0.004425186569913595
"Sodium_(106.999, 138.0]",10,0.003949834241319359
"Sodium_(138.0, 140.0]",10,0.007608777881593353
"Sodium_(140.0, 141.0]",10,0.004090669696354744
"Sodium_(141.0, 142.0]",10,0.004089895440777806
"Sodium_(142.0, 150.0]",10,0.00316842472527018
"Hemoglobin_(5.699, 12.1]",10,0.0027000457541074985
"Hemoglobin_(12.1, 13.2]",10,0.004606612719837992
"Hemoglobin_(13.2, 14.1]",10,0.006128504294298214
"Hemoglobin_(14.1, 15.1]",10,0.005680826476510328
"Hemoglobin_(15.1, 22.4]",10,0.0041694200994961145
"Absolute Neutrophils_(-0.001, 3.0]",10,1.0605026222539705e-05
"Absolute Neutrophils_(3.0, 3.992]",10,0.0
"Absolute Neutrophils_(3.992, 5.6]",10,0.0
"Absolute Neutrophils_(5.6, 9.422]",10,3.765935170296824e-05
"Absolute Neutrophils_(9.422, 14240.0]",10,5.34885498540768e-05
"Tsh_(0.069, 0.9]",10,4.012421857356113e-05
"Tsh_(0.9, 1.38]",10,2.7167845416907015e-05
"Tsh_(1.38, 2.08]",10,0.0
"Tsh_(2.08, 3.1]",10,0.0
"Tsh_(3.1, 17.32]",10,1.3314378378693915e-05
"Progranulocytes._(-0.001, 3.0]",10,0.0002721945014931295
"Monocyte % (Coulter)_(-0.001, 6.4]",10,0.004495506674339896
"Monocyte % (Coulter)_(6.4, 7.8]",10,0.004541611321669886
"Monocyte % (Coulter)_(7.8, 9.1]",10,0.0044463451853806076
"Monocyte % (Coulter)_(9.1, 10.9]",10,0.00449105582033687
"Monocyte % (Coulter)_(10.9, 59.0]",10,0.004054560630642405
"Red Blood Cell Count_(1.8690000000000002, 4.02]",10,0.002075445330688493
"Red Blood Cell Count_(4.02, 4.39]",10,0.0051567457635728975
"Red Blood Cell Count_(4.39, 4.67]",10,0.006128833849612822
"Red Blood Cell Count_(4.67, 4.99]",10,0.005432967384068552
"Red Blood Cell Count_(4.99, 7.46]",10,0.0045442990286794615
"Tsh-3Rd Generation (Sstsh)_(0.009000000000000001, 0.94]",10,0.0013627525458533415
"Tsh-3Rd Generation (Sstsh)_(0.94, 1.512]",10,0.0017441521087950597
"Tsh-3Rd Generation (Sstsh)_(1.512, 2.07]",10,0.002078119131313449
"Tsh-3Rd Generation (Sstsh)_(2.07, 3.08]",10,0.0013519643955937355
"Tsh-3Rd Generation (Sstsh)_(3.08, 142.3]",10,0.0007319794166942431
"Glucose_(36.999, 87.0]",10,0.005852516745021611
"Glucose_(87.0, 95.0]",10,0.004885773248725049
"Glucose_(95.0, 104.0]",10,0.00476555924867967
"Glucose_(104.0, 127.0]",10,0.0048210055942737575
"Glucose_(127.0, 650.0]",10,0.0027418898819365745
"Non-Hdl Cholesterol_(51.999, 92.0]",10,0.0
"Non-Hdl Cholesterol_(92.0, 113.0]",10,0.0
"Non-Hdl Cholesterol_(113.0, 131.0]",10,0.0
"Non-Hdl Cholesterol_(131.0, 161.0]",10,0.0
"Non-Hdl Cholesterol_(161.0, 276.0]",10,0.0
"Protein_(3.1990000000000003, 6.5]",10,0.004099423720093779
"Protein_(6.5, 6.8]",10,0.003953747959452011
"Protein_(6.8, 7.1]",10,0.00491931467378202
"Protein_(7.1, 7.4]",10,0.0033638906362244004
"Protein_(7.4, 10.7]",10,0.0029945478976587834
"Platelet Count_(0.999, 176.0]",10,0.0023979696358237814
"Platelet Count_(176.0, 213.0]",10,0.0050232605301962965
"Platelet Count_(213.0, 247.0]",10,0.0062562632494018704
"Platelet Count_(247.0, 290.0]",10,0.005390951041742156
"Platelet Count_(290.0, 856.0]",10,0.0054576022594406285
"Basophils_(-0.001, 0.3]",10,0.007076517344113428
"Basophils_(0.3, 0.4]",10,0.002580003449065817
"Basophils_(0.4, 0.6]",10,0.005566587779204624
"Basophils_(0.6, 0.8]",10,0.0037510916935110435
"Basophils_(0.8, 15.0]",10,0.0032208539588228736
"Absolute Basophils_(-0.001, 0.07]",10,5.0334870825583846e-05
"Absolute Basophils_(0.07, 0.1]",10,0.00017571545998051479
"Absolute Basophils_(0.1, 97.0]",10,1.7191241520943846e-06
"Absolute Eosinophils_(-0.001, 0.1]",10,0.0003888246514575736
"Absolute Eosinophils_(0.1, 0.12]",10,0.0
"Absolute Eosinophils_(0.12, 0.2]",10,0.0
"Absolute Eosinophils_(0.2, 0.4]",10,0.0
"Absolute Eosinophils_(0.4, 9342.0]",10,0.0
"Absolute Monocytes_(-0.001, 0.4]",10,0.0
"Absolute Monocytes_(0.4, 0.56]",10,0.00010466637344660765
"Absolute Monocytes_(0.56, 0.7]",10,5.826006807033793e-05
"Absolute Monocytes_(0.7, 1.1]",10,1.0776844590424982e-05
"Absolute Monocytes_(1.1, 5145.0]",10,0.0
"Absolute Eosinophil Count_(-0.001, 0.1]",10,0.012039774918930421
"Absolute Eosinophil Count_(0.1, 0.2]",10,0.005113822056681253
"Absolute Eosinophil Count_(0.2, 0.3]",10,0.0024773043529338497
